TOA5,Carmi,CR1000,70415,CR1000.Std.27.04,CPU:saint_albans_outer20170628.cr1,4226,PFL_Step,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,PFL_Counter,_CntRS232,_RS232Dpt,sensorParms(1),sensorParms(2),sensorParms(3),sensorParms(4),sensorParms(5),sensorParms(6),sensorParms(7),sensorParms(8),sensorParms(9),sensorParms(10),sensorParms(11),sensorParms(12),sensorParms(13),sensorParms(14),sensorParms(15),sensorParms(16),sensorParms(17),sensorParms(18),sensorParms(19)
TS,RN,,,,,,,,,,,,,,,ug/L,RFU,ug/L,RFU,,,,
,,,,,Temp,SpCond,Cond,Sal,pH,pH,Turbid,fDOM,fDOM,ODOsat,ODO mg/L,Chl,Chl,BGA PC,BGA PC,Depth,Cable Power,Battery,Vertical Position Meters
2020-07-12 10:12:35,41158,719,1,5.18,24.32,124.04,122.44,0.06,7.88,-59.62,2.19,17.26,5.83,80.53,6.74,4.29,1.08,0.45,0.44,5.18,12.11,5.55,5.18
2020-07-12 10:13:48,41159,719,1,5.71,23.85,124.35,121.62,0.06,7.72,-49.7,1.88,17.78,6,71.4,6.03,4.08,1.02,0.35,0.33,5.71,12.12,5.56,5.71
2020-07-12 10:15:01,41160,719,1,6.22,23.57,124.04,120.65,0.06,7.64,-44.78,1.65,18.31,6.18,66.44,5.64,3.5,0.88,0.22,0.2,6.22,12.12,5.55,6.22
2020-07-12 10:16:13,41161,719,1,6.71,23.4,124.29,120.49,0.06,7.59,-41.78,1.63,18.5,6.24,63.43,5.4,2.97,0.74,0.22,0.2,6.71,12.12,5.55,6.71
2020-07-12 10:17:26,41162,719,1,7.23,23.12,124.34,119.88,0.06,7.54,-39.21,1.53,18.99,6.41,60.2,5.15,3.42,0.86,0.23,0.22,7.23,12.12,5.55,7.23
2020-07-12 10:18:39,41163,719,1,7.71,22.76,125.54,120.17,0.06,7.46,-33.95,1.96,19.92,6.72,47.01,4.05,2.64,0.66,0.17,0.16,7.71,12.12,5.55,7.71
2020-07-12 10:19:51,41164,719,1,8.18,22.7,125.74,120.22,0.06,7.43,-32.64,2.27,19.91,6.72,45.05,3.88,2.69,0.67,0.15,0.13,8.18,12.02,5.55,8.18
2020-07-12 10:21:04,41165,719,1,8.67,20.87,133.52,122.99,0.06,7.31,-25.49,2.28,25.43,8.58,12.6,1.13,1.48,0.37,0.1,0.08,8.67,12.12,5.55,8.67
2020-07-12 11:01:37,41166,720,1,0.54,25.65,122.84,124.37,0.06,8.74,-111.24,4.29,15.38,5.19,103.98,8.49,7.4,1.85,1.25,1.24,0.53,11.88,5.55,0.54
2020-07-12 11:02:51,41167,720,1,1.21,25.64,122.84,124.34,0.06,8.73,-110.71,4.69,15.22,5.14,103.43,8.45,5.48,1.37,1.18,1.17,1.21,11.98,5.55,1.21
2020-07-12 11:04:03,41168,720,1,1.69,25.66,123.2,124.74,0.06,8.75,-111.67,4.2,15.25,5.15,103.84,8.48,3.74,0.94,1.21,1.2,1.69,12.06,5.55,1.69
2020-07-12 11:05:16,41169,720,1,2.19,25.61,123.3,124.73,0.06,8.68,-107.42,3.98,15.43,5.21,102.03,8.34,5.19,1.3,1.21,1.2,2.19,12.12,5.55,2.19
2020-07-12 11:06:29,41170,720,1,2.72,25.57,123.39,124.72,0.06,8.62,-104.25,4.28,15.51,5.23,100.9,8.25,6.05,1.52,1.2,1.19,2.72,12.12,5.55,2.72
2020-07-12 11:07:41,41171,720,1,3.19,25.49,123.51,124.66,0.06,8.53,-98.75,4.29,15.68,5.29,98.9,8.1,5.17,1.29,1.12,1.11,3.19,12.12,5.55,3.19
2020-07-12 11:08:54,41172,720,1,3.72,25.45,123.36,124.41,0.06,8.47,-95.02,4.08,15.69,5.3,97.86,8.02,5.08,1.27,1.07,1.06,3.72,11.98,5.55,3.72
2020-07-12 11:10:07,41173,720,1,4.21,25.33,123.55,124.32,0.06,8.33,-86.67,4.2,15.74,5.31,95.41,7.84,5.74,1.44,0.91,0.9,4.21,11.97,5.55,4.21
2020-07-12 11:11:19,41174,720,1,4.67,24.96,123.8,123.71,0.06,8.14,-75.08,3.11,16.46,5.56,90.44,7.48,4.97,1.24,0.69,0.68,4.67,11.95,5.55,4.67
2020-07-12 11:12:32,41175,720,1,5.19,24.21,123.83,121.96,0.06,7.84,-57.2,2.16,17.27,5.83,78.05,6.54,4.44,1.11,0.44,0.42,5.19,11.98,5.55,5.19
2020-07-12 11:13:45,41176,720,1,5.7,23.98,123.94,121.53,0.06,7.73,-50.71,2.09,17.74,5.99,72.85,6.13,4.72,1.18,0.39,0.38,5.7,11.99,5.56,5.7
2020-07-12 11:14:58,41177,720,1,6.21,23.67,123.86,120.71,0.06,7.65,-45.54,1.71,18.19,6.14,67.37,5.71,2.78,0.7,0.26,0.24,6.21,12.12,5.55,6.21
2020-07-12 11:16:11,41178,720,1,6.73,23.43,123.75,120.04,0.06,7.6,-42.36,1.36,18.69,6.31,63.25,5.38,3.04,0.76,0.24,0.22,6.73,12.12,5.55,6.73
2020-07-12 11:17:23,41179,720,1,7.21,23.07,124.02,119.45,0.06,7.54,-39.27,1.43,18.99,6.41,58.8,5.04,2.75,0.69,0.15,0.13,7.21,12.12,5.55,7.21
2020-07-12 11:18:35,41180,720,1,7.66,22.85,124.56,119.44,0.06,7.5,-36.4,1.66,19.44,6.56,53.52,4.6,2.64,0.66,0.16,0.14,7.66,12.12,5.55,7.66
2020-07-12 11:19:48,41181,720,1,8.21,22.05,128.64,121.4,0.06,7.38,-29.24,2.82,21.91,7.39,29.08,2.54,3.2,0.8,0.18,0.16,8.21,12.12,5.55,8.21
2020-07-12 11:21:00,41182,720,1,8.67,20.94,133.47,123.12,0.06,7.32,-25.57,2.39,25.49,8.6,12.57,1.12,2.2,0.55,0.11,0.09,8.67,12.12,5.55,8.67
2020-07-12 12:01:37,41183,721,1,0.51,25.69,123.72,125.36,0.06,8.78,-113.63,4.43,15.25,5.15,105.36,8.59,4.4,1.1,1.23,1.22,0.51,12.39,5.55,0.51
2020-07-12 12:02:51,41184,721,1,1.24,25.69,123.07,124.69,0.06,8.78,-113.5,4.72,15.01,5.07,104.88,8.56,5.01,1.26,1.19,1.18,1.24,12.39,5.55,1.24
2020-07-12 12:04:03,41185,721,1,1.73,25.67,123.34,124.93,0.06,8.77,-113.36,4.15,15.19,5.13,105.09,8.58,4.31,1.08,1.21,1.2,1.73,12.36,5.56,1.73
2020-07-12 12:05:15,41186,721,1,2.19,25.65,123.02,124.55,0.06,8.76,-112.4,4.08,15.23,5.14,104.31,8.51,6.69,1.68,1.37,1.36,2.19,12.18,5.55,2.19
2020-07-12 12:06:28,41187,721,1,2.73,25.64,123.22,124.73,0.06,8.75,-112.04,3.91,15.26,5.15,104.39,8.52,5.3,1.33,1.24,1.23,2.73,12.24,5.55,2.73
2020-07-12 12:07:40,41188,721,1,3.18,25.62,123.19,124.64,0.06,8.74,-111.02,4.49,15.3,5.16,103.49,8.45,5.62,1.41,1.25,1.24,3.19,12.47,5.56,3.18
2020-07-12 12:08:52,41189,721,1,3.65,25.58,123.48,124.84,0.06,8.7,-108.89,4.13,15.37,5.19,102.95,8.42,5.38,1.35,1.19,1.18,3.66,12.12,5.55,3.65
2020-07-12 12:10:05,41190,721,1,4.2,25.25,123.82,124.41,0.06,8.3,-84.94,3.67,15.79,5.33,94.6,7.78,5.03,1.26,0.87,0.86,4.2,12.12,5.55,4.2
2020-07-12 12:11:17,41191,721,1,4.66,25.12,123.79,124.06,0.06,8.16,-76.15,3.07,16.17,5.46,91.16,7.52,5.14,1.29,0.8,0.79,4.66,11.96,5.55,4.66
2020-07-12 12:12:30,41192,721,1,5.19,24.47,124.3,123.04,0.06,7.9,-60.95,2.45,17.15,5.79,81.14,6.77,5.03,1.26,0.52,0.51,5.19,11.91,5.55,5.19
2020-07-12 12:13:43,41193,721,1,5.72,23.95,124.08,121.58,0.06,7.73,-50.51,1.83,17.96,6.06,71.38,6.01,3.73,0.93,0.31,0.29,5.72,11.86,5.55,5.72
2020-07-12 12:14:55,41194,721,1,6.2,23.77,123.41,120.51,0.06,7.67,-46.98,1.83,18.27,6.17,68.11,5.76,3.34,0.84,0.28,0.26,6.2,11.81,5.56,6.2
2020-07-12 12:16:08,41195,721,1,6.73,23.56,123.25,119.85,0.06,7.61,-43.43,1.61,18.46,6.23,64.15,5.44,2.87,0.72,0.2,0.18,6.72,11.76,5.55,6.73
2020-07-12 12:17:21,41196,721,1,7.2,23.34,123.35,119.44,0.06,7.55,-39.88,1.64,18.71,6.31,59.78,5.09,2.96,0.74,0.2,0.18,7.2,11.77,5.55,7.2
2020-07-12 12:18:34,41197,721,1,7.67,22.99,124.31,119.54,0.06,7.46,-34.46,2.36,19.47,6.57,48.71,4.18,3.24,0.81,0.17,0.15,7.66,11.76,5.55,7.67
2020-07-12 12:19:47,41198,721,1,8.19,22.21,126.28,119.54,0.06,7.39,-30.12,3.05,21.17,7.14,36.3,3.16,3.64,0.91,0.2,0.18,8.19,11.76,5.55,8.19
2020-07-12 12:21:00,41199,721,1,8.67,21.22,130.59,121.15,0.06,7.32,-25.88,2.24,24.12,8.14,16.78,1.49,1.88,0.47,0.09,0.07,8.67,11.84,5.55,8.67
2020-07-12 13:01:37,41200,722,1,0.49,25.74,122.61,124.35,0.06,8.82,-115.85,4.37,15.08,5.09,106.66,8.69,5.04,1.26,1.25,1.24,0.49,11.93,5.55,0.49
2020-07-12 13:02:51,41201,722,1,1.23,25.74,123.04,124.77,0.06,8.79,-114.33,4.31,15.01,5.07,105.71,8.62,5.09,1.28,1.25,1.24,1.23,11.95,5.55,1.23
2020-07-12 13:04:03,41202,722,1,1.72,25.7,123.27,124.92,0.06,8.77,-113,4.44,15.18,5.13,105.54,8.61,5.4,1.35,1.28,1.27,1.71,11.97,5.55,1.72
2020-07-12 13:05:15,41203,722,1,2.17,25.69,123.35,124.97,0.06,8.76,-112.5,4.33,15,5.06,104.8,8.55,5.44,1.36,1.28,1.27,2.17,11.94,5.55,2.17
2020-07-12 13:06:28,41204,722,1,2.72,25.67,123.34,124.91,0.06,8.75,-111.57,4.37,15.15,5.11,104.67,8.54,5.61,1.41,1.31,1.3,2.72,11.81,5.55,2.72
2020-07-12 13:07:40,41205,722,1,3.19,25.64,123.32,124.83,0.06,8.73,-110.83,4.37,15.33,5.18,103.81,8.48,5.29,1.33,1.26,1.25,3.19,11.79,5.55,3.19
2020-07-12 13:08:53,41206,722,1,3.72,25.53,123.41,124.67,0.06,8.62,-103.95,4.25,15.39,5.2,101.45,8.3,5.44,1.36,1.19,1.18,3.72,11.82,5.55,3.72
2020-07-12 13:10:06,41207,722,1,4.23,25.35,123.61,124.44,0.06,8.44,-92.99,3.77,15.84,5.35,97.34,7.99,4.89,1.22,0.96,0.94,4.23,11.72,5.55,4.23
2020-07-12 13:11:19,41208,722,1,4.7,25.19,123.73,124.18,0.06,8.21,-79.43,3.29,15.99,5.4,92.61,7.62,4.89,1.23,0.79,0.77,4.71,11.76,5.55,4.7
2020-07-12 13:12:32,41209,722,1,5.17,24.63,123.51,122.65,0.06,7.93,-62.48,2.5,16.84,5.68,84.05,6.99,4.35,1.09,0.5,0.48,5.18,11.72,5.55,5.17
2020-07-12 13:13:45,41210,722,1,5.7,24.21,124.27,122.4,0.06,7.77,-53.14,2.22,17.49,5.9,75.31,6.31,3.69,0.92,0.37,0.36,5.7,11.91,5.55,5.7
2020-07-12 13:14:58,41211,722,1,6.21,23.87,123.98,121.31,0.06,7.68,-47.42,1.94,18.03,6.08,69.02,5.82,4.42,1.11,0.33,0.31,6.21,11.93,5.55,6.21
2020-07-12 13:16:11,41212,722,1,6.72,23.44,124.21,120.51,0.06,7.58,-41.5,2.03,18.57,6.27,61.34,5.22,3.51,0.88,0.21,0.19,6.72,12.12,5.55,6.72
2020-07-12 13:17:23,41213,722,1,7.2,23.13,124.74,120.29,0.06,7.49,-36.25,1.96,19.21,6.48,52.92,4.53,3.92,0.98,0.21,0.19,7.21,11.94,5.55,7.2
2020-07-12 13:18:35,41214,722,1,7.66,23.04,124.94,120.26,0.06,7.48,-35.35,2.09,19.18,6.47,51.97,4.45,3.25,0.81,0.17,0.15,7.67,11.85,5.55,7.66
2020-07-12 13:19:48,41215,722,1,8.2,21.86,128.68,120.95,0.06,7.36,-27.93,2.38,22.32,7.53,28.84,2.53,2.01,0.5,0.08,0.06,8.2,11.79,5.55,8.2
2020-07-12 13:21:01,41216,722,1,8.66,21.32,130.86,121.67,0.06,7.32,-25.64,2.43,23.86,8.05,18.31,1.62,2.32,0.58,0.08,0.06,8.67,11.9,5.55,8.66
2020-07-12 14:01:35,41217,723,1,0.59,25.71,122.59,124.26,0.06,8.78,-113.55,4.35,15.16,5.12,106.5,8.68,4.4,1.1,1.1,1.08,0.58,11.92,5.55,0.59
2020-07-12 14:02:48,41218,723,1,1.2,25.69,122.72,124.34,0.06,8.76,-112.45,4.53,14.98,5.06,105.69,8.62,4.73,1.19,1.19,1.18,1.2,11.94,5.55,1.2
2020-07-12 14:04:01,41219,723,1,1.7,25.66,122.79,124.34,0.06,8.75,-111.75,4.49,15.18,5.12,105.51,8.61,4.03,1.01,1.27,1.26,1.7,11.95,5.55,1.7
2020-07-12 14:05:14,41220,723,1,2.21,25.64,122.58,124.07,0.06,8.73,-110.9,4.3,15.21,5.13,104.49,8.53,3.75,0.94,1.27,1.26,2.21,12.02,5.55,2.21
2020-07-12 14:06:26,41221,723,1,2.7,25.66,123.17,124.73,0.06,8.75,-111.76,4.24,15.19,5.13,105.46,8.61,7.98,2,1.23,1.22,2.69,12.1,5.56,2.7
2020-07-12 14:07:39,41222,723,1,3.2,25.63,122.77,124.24,0.06,8.72,-109.93,4.28,15.31,5.17,104.09,8.5,5.92,1.48,1.22,1.21,3.2,12.12,5.56,3.2
2020-07-12 14:08:52,41223,723,1,3.7,25.59,123.37,124.76,0.06,8.69,-108.37,4.41,15.35,5.18,103.73,8.48,5.39,1.35,1.27,1.26,3.7,12.12,5.55,3.7
2020-07-12 14:10:04,41224,723,1,4.17,25.52,123.2,124.42,0.06,8.63,-104.71,4.03,15.45,5.22,101.73,8.32,6.11,1.53,1.2,1.19,4.17,12.12,5.55,4.17
2020-07-12 14:11:17,41225,723,1,4.69,25.39,123.48,124.41,0.06,8.47,-94.87,3.73,15.54,5.25,98.6,8.09,5.07,1.27,1.06,1.05,4.69,12.12,5.55,4.69
2020-07-12 14:12:30,41226,723,1,5.17,25.12,123.65,123.93,0.06,8.18,-77.31,3.03,16.17,5.46,91.84,7.57,4.79,1.2,0.78,0.76,5.17,12.12,5.55,5.17
2020-07-12 14:13:43,41227,723,1,5.72,24.38,124.19,122.72,0.06,7.84,-57.07,2.25,17.29,5.84,78.46,6.56,3.74,0.94,0.38,0.36,5.71,12.12,5.55,5.72
2020-07-12 14:14:55,41228,723,1,6.2,23.73,123.85,120.84,0.06,7.68,-47.23,1.62,18.2,6.14,68.73,5.81,4.13,1.03,0.26,0.24,6.21,12.21,5.55,6.2
2020-07-12 14:16:08,41229,723,1,6.72,23.47,124.3,120.66,0.06,7.6,-42.49,1.43,18.55,6.26,62.68,5.33,3.43,0.86,0.2,0.18,6.72,12.23,5.55,6.72
2020-07-12 14:17:21,41230,723,1,7.23,23.36,124.4,120.51,0.06,7.55,-39.76,1.83,18.82,6.35,58.62,4.99,2.72,0.68,0.2,0.19,7.23,12.27,5.56,7.23
2020-07-12 14:18:34,41231,723,1,7.71,23.04,124.77,120.09,0.06,7.51,-37.07,1.81,19.35,6.53,54.1,4.64,2.92,0.73,0.17,0.15,7.71,12.34,5.55,7.71
2020-07-12 14:19:46,41232,723,1,8.19,21.93,128.23,120.72,0.06,7.37,-28.99,2.42,21.62,7.29,30.31,2.65,1.83,0.46,0.09,0.07,8.18,12.37,5.55,8.19
2020-07-12 14:20:59,41233,723,1,8.7,21.78,128.71,120.79,0.06,7.34,-26.82,2.36,22.43,7.57,25.67,2.25,1.74,0.44,0.07,0.05,8.7,12.37,5.55,8.7
2020-07-12 15:01:38,41234,724,1,0.53,25.74,122.91,124.66,0.06,8.77,-112.94,4.48,15.13,5.11,106.69,8.69,5.2,1.3,1.21,1.2,0.53,11.77,5.55,0.53
2020-07-12 15:02:52,41235,724,1,1.19,25.72,122.71,124.39,0.06,8.75,-112.12,4.04,15.07,5.09,105.79,8.63,5.33,1.34,1.26,1.25,1.19,12.04,5.55,1.19
2020-07-12 15:04:05,41236,724,1,1.71,25.7,122.8,124.45,0.06,8.73,-110.87,4.38,15.09,5.1,105.97,8.64,4.91,1.23,1.2,1.19,1.71,12.11,5.55,1.71
2020-07-12 15:05:17,41237,724,1,2.2,25.68,123.15,124.74,0.06,8.72,-109.91,4.17,15.03,5.07,105.1,8.58,4.97,1.25,1.19,1.18,2.21,11.82,5.55,2.2
2020-07-12 15:06:29,41238,724,1,2.7,25.63,123.38,124.87,0.06,8.69,-108.52,4.36,15.19,5.13,104.82,8.56,5.32,1.33,1.24,1.23,2.7,11.78,5.55,2.7
2020-07-12 15:07:42,41239,724,1,3.2,25.62,123.85,125.32,0.06,8.69,-108.5,4.29,15.23,5.14,104.2,8.51,5.62,1.41,1.14,1.13,3.2,11.78,5.55,3.2
2020-07-12 15:08:55,41240,724,1,3.71,25.64,123.06,124.57,0.06,8.69,-108.52,4.69,15.17,5.12,104.96,8.57,4.5,1.13,1.17,1.16,3.71,11.77,5.55,3.71
2020-07-12 15:10:08,41241,724,1,4.23,25.64,123.1,124.61,0.06,8.71,-109.37,4.22,15.21,5.13,104.44,8.53,5.13,1.28,1.19,1.18,4.22,11.77,5.55,4.23
2020-07-12 15:11:21,41242,724,1,4.7,25.52,123.55,124.78,0.06,8.61,-103.67,4.26,15.41,5.2,102.37,8.38,5.16,1.29,1.12,1.11,4.7,11.89,5.55,4.7
2020-07-12 15:12:34,41243,724,1,5.16,25.48,123.02,124.14,0.06,8.52,-98.17,4.48,15.63,5.28,100.07,8.2,5.22,1.31,1.11,1.1,5.17,11.95,5.55,5.16
2020-07-12 15:13:47,41244,724,1,5.75,24.41,123.98,122.6,0.06,7.91,-60.98,2.18,17.24,5.82,79.37,6.63,3.44,0.86,0.37,0.35,5.74,11.98,5.55,5.75
2020-07-12 15:14:59,41245,724,1,6.18,23.76,125.03,122.07,0.06,7.69,-48.29,1.8,18.36,6.2,67.11,5.67,3.71,0.93,0.28,0.26,6.19,12.06,5.55,6.18
2020-07-12 15:16:11,41246,724,1,6.68,23.61,124.29,120.98,0.06,7.62,-43.65,1.61,18.54,6.26,64.28,5.45,2.84,0.71,0.2,0.18,6.69,12.24,5.55,6.68
2020-07-12 15:17:24,41247,724,1,7.19,23.37,124.77,120.89,0.06,7.56,-40.48,1.97,18.9,6.38,58.96,5.02,3.52,0.88,0.23,0.21,7.19,11.83,5.55,7.19
2020-07-12 15:18:37,41248,724,1,7.67,22.62,125.54,119.85,0.06,7.45,-33.36,2.17,19.91,6.72,45.59,3.94,3.26,0.82,0.18,0.16,7.67,11.78,5.55,7.67
2020-07-12 15:19:50,41249,724,1,8.19,22.26,126.4,119.78,0.06,7.39,-30.08,2.75,20.76,7.01,37.74,3.28,2.31,0.58,0.12,0.1,8.19,11.95,5.55,8.19
2020-07-12 15:21:03,41250,724,1,8.69,21.91,128.04,120.48,0.06,7.35,-27.48,2.46,21.71,7.33,29.83,2.61,1.76,0.44,0.08,0.06,8.69,11.97,5.55,8.69
2020-07-12 16:01:35,41251,725,1,0.6,25.7,123.57,125.21,0.06,8.75,-111.74,4.12,15.24,5.15,106.13,8.66,5.11,1.28,1.25,1.24,0.6,11.93,5.55,0.6
2020-07-12 16:02:48,41252,725,1,1.2,25.7,123.64,125.29,0.06,8.75,-111.65,4.28,15.12,5.1,105.73,8.62,4.93,1.23,1.17,1.16,1.2,11.97,5.55,1.2
2020-07-12 16:04:01,41253,725,1,1.71,25.71,123.63,125.3,0.06,8.74,-111.31,4.47,15.09,5.09,106.19,8.66,4.8,1.2,1.23,1.22,1.71,12.11,5.55,1.71
2020-07-12 16:05:13,41254,725,1,2.2,25.69,123.38,125.01,0.06,8.73,-110.52,4.26,15.09,5.09,105.45,8.6,4.91,1.23,1.21,1.21,2.2,11.85,5.55,2.2
2020-07-12 16:06:26,41255,725,1,2.74,25.68,123.67,125.27,0.06,8.73,-110.41,4.28,15.23,5.14,105.45,8.6,5.21,1.3,1.23,1.22,2.73,11.8,5.55,2.74
