TOA5,Carmi,CR1000,70415,CR1000.Std.27.04,CPU:saint_albans_outer20170628.cr1,4226,PFL_Step,,,,,,,,,,,,,,,,
2020-07-13 4:10:10,41462,737,1,4.18,25.32,120.92,121.65,0.06,8.42,-92.06,4.12,15.76,5.32,97.45,8,4.79,1.2,1.29,1.28,4.18,11.27,5.55,4.18
2020-07-13 4:11:23,41463,737,1,4.64,25.27,120.99,121.62,0.06,8.37,-89.26,3.66,15.74,5.31,96.79,7.96,4.81,1.2,1.14,1.13,4.64,11.27,5.56,4.64
2020-07-13 4:12:36,41464,737,1,5.17,25.24,121.05,121.6,0.06,8.32,-86.12,4.42,15.7,5.3,95.01,7.81,5.38,1.35,1.27,1.26,5.17,11.25,5.55,5.17
2020-07-13 4:13:49,41465,737,1,5.69,24.73,121.75,121.13,0.06,7.97,-65.09,3.09,16.52,5.58,83.95,6.97,5.02,1.26,0.82,0.8,5.69,11.29,5.56,5.69
2020-07-13 4:15:02,41466,737,1,6.18,24.17,122.4,120.46,0.06,7.76,-52.22,2.28,17.63,5.95,71.85,6.03,4.02,1.01,0.45,0.43,6.18,11.29,5.55,6.18
2020-07-13 4:16:15,41467,737,1,6.65,23.53,122.71,119.25,0.06,7.62,-43.64,1.77,18.74,6.32,59.94,5.09,3.56,0.89,0.25,0.23,6.65,11.27,5.55,6.65
2020-07-13 4:17:28,41468,737,1,7.17,23.05,123.58,118.97,0.06,7.5,-36.88,2.31,19.6,6.61,47.32,4.05,2.94,0.74,0.18,0.16,7.17,11.26,5.55,7.17
2020-07-13 4:18:41,41469,737,1,7.66,22.65,124.86,119.26,0.06,7.45,-33.51,2.71,20.59,6.95,38.41,3.32,3.22,0.81,0.17,0.15,7.66,11.22,5.55,7.66
2020-07-13 4:19:54,41470,737,1,8.17,22.43,126.14,119.96,0.06,7.43,-32.43,3.08,21.48,7.25,32.48,2.82,2.83,0.71,0.15,0.13,8.17,11.24,5.55,8.17
2020-07-13 4:21:07,41471,737,1,8.66,22.06,127.78,120.61,0.06,7.37,-28.89,2.76,22.44,7.57,26.41,2.31,2.16,0.54,0.11,0.09,8.66,11.27,5.55,8.66
2020-07-13 5:01:38,41472,738,1,0.55,25.33,120.64,121.4,0.06,8.48,-95.75,4.32,15.63,5.28,98.86,8.12,6.21,1.56,1.42,1.41,0.55,11.27,5.55,0.55
2020-07-13 5:02:52,41473,738,1,1.17,25.33,120.73,121.5,0.06,8.49,-95.98,3.73,15.51,5.23,98.95,8.12,4.73,1.18,1.42,1.42,1.17,11.25,5.55,1.17
2020-07-13 5:04:05,41474,738,1,1.69,25.33,121.31,122.08,0.06,8.49,-96.2,3.87,15.61,5.27,98.87,8.12,5.49,1.37,1.35,1.34,1.69,11.25,5.56,1.69
2020-07-13 5:05:18,41475,738,1,2.17,25.32,121.77,122.51,0.06,8.49,-96.14,4.54,15.67,5.29,98.42,8.08,4.7,1.18,1.33,1.32,2.17,11.24,5.55,2.17
2020-07-13 5:06:31,41476,738,1,2.66,25.32,120.92,121.67,0.06,8.49,-96.17,5.1,15.66,5.29,98.85,8.12,4.68,1.17,1.38,1.37,2.66,11.23,5.55,2.66
2020-07-13 5:07:44,41477,738,1,3.13,25.33,120.56,121.32,0.06,8.49,-96.16,4.54,15.63,5.28,98.6,8.1,3.71,0.93,1.42,1.42,3.13,11.23,5.55,3.13
2020-07-13 5:08:57,41478,738,1,3.66,25.32,122.73,123.49,0.06,8.48,-95.53,5.55,15.65,5.28,98.79,8.11,5.12,1.28,1.35,1.34,3.66,11.25,5.55,3.66
2020-07-13 5:10:10,41479,738,1,4.16,25.26,122.96,123.58,0.06,8.38,-89.32,4.23,15.76,5.32,95.47,7.85,5.88,1.47,1.19,1.18,4.16,11.25,5.55,4.16
2020-07-13 5:11:23,41480,738,1,4.65,25.23,123.7,124.25,0.06,8.31,-85.42,3.53,15.71,5.3,95.14,7.83,5.13,1.29,1.28,1.28,4.65,11.25,5.55,4.65
2020-07-13 5:12:36,41481,738,1,5.16,25.18,123.69,124.12,0.06,8.26,-82.61,4.34,15.64,5.28,93.46,7.7,4.79,1.2,1.15,1.14,5.16,11.25,5.55,5.16
2020-07-13 5:13:49,41482,738,1,5.68,24.92,123.88,123.7,0.06,8.11,-73.23,3.01,16.4,5.54,88.34,7.31,5,1.25,0.94,0.93,5.68,11.21,5.55,5.68
2020-07-13 5:15:02,41483,738,1,6.18,24.06,124.65,122.42,0.06,7.73,-50.27,2.23,18.04,6.09,69.21,5.82,3.79,0.95,0.34,0.32,6.18,11.23,5.55,6.18
2020-07-13 5:16:15,41484,738,1,6.65,23.56,125.31,121.86,0.06,7.63,-44.31,1.66,18.58,6.27,61.63,5.23,2.65,0.66,0.22,0.2,6.65,11.19,5.55,6.65
2020-07-13 5:17:28,41485,738,1,7.16,23.09,125.94,121.36,0.06,7.52,-37.9,2.49,19.57,6.6,48.11,4.12,2.73,0.68,0.18,0.17,7.16,11.21,5.55,7.16
2020-07-13 5:18:41,41486,738,1,7.66,22.81,125.13,119.89,0.06,7.46,-34.44,2.38,20.22,6.82,41.82,3.6,3.65,0.91,0.2,0.18,7.66,11.21,5.55,7.66
2020-07-13 5:19:54,41487,738,1,8.17,22.57,125.48,119.66,0.06,7.43,-32.7,2.74,20.94,7.06,36.23,3.13,3.03,0.76,0.16,0.14,8.17,11.24,5.55,8.17
2020-07-13 5:21:07,41488,738,1,8.67,22.3,126.57,120.05,0.06,7.4,-30.39,2.93,21.52,7.26,31.28,2.72,2.32,0.58,0.14,0.12,8.67,11.24,5.55,8.67
2020-07-13 6:01:38,41489,739,1,0.49,25.28,121.76,122.42,0.06,8.48,-95.29,4.15,15.55,5.25,98.5,8.1,4.29,1.08,1.2,1.19,0.49,11.23,5.55,0.49
2020-07-13 6:02:52,41490,739,1,1.21,25.3,121.93,122.63,0.06,8.48,-95.54,4.83,15.49,5.23,98.16,8.07,5.34,1.34,1.18,1.17,1.21,11.24,5.56,1.21
2020-07-13 6:04:05,41491,739,1,1.67,25.29,121.47,122.14,0.06,8.48,-95.46,5,15.58,5.26,98.57,8.1,4.68,1.17,1.31,1.3,1.67,11.24,5.55,1.67
2020-07-13 6:05:18,41492,739,1,2.17,25.29,121.49,122.16,0.06,8.48,-95.29,4.31,15.4,5.2,97.68,8.03,5.35,1.34,1.38,1.37,2.17,11.21,5.55,2.17
2020-07-13 6:06:31,41493,739,1,2.67,25.29,122.13,122.8,0.06,8.47,-94.94,3.96,15.4,5.2,98.1,8.06,4.47,1.12,1.31,1.3,2.67,11.21,5.55,2.67
2020-07-13 6:07:44,41494,739,1,3.12,25.29,121.8,122.46,0.06,8.47,-94.79,3.94,15.43,5.21,97.71,8.03,4.55,1.14,1.3,1.29,3.12,11.21,5.55,3.12
2020-07-13 6:08:57,41495,739,1,3.66,25.26,123.32,123.93,0.06,8.41,-91.4,3.98,15.59,5.26,96.93,7.97,6.51,1.63,1.36,1.35,3.66,11.21,5.56,3.66
2020-07-13 6:10:10,41496,739,1,4.16,25.23,123.4,123.95,0.06,8.38,-89.59,4.23,15.75,5.32,96.27,7.92,3.47,0.87,1.41,1.4,4.16,11.25,5.55,4.16
2020-07-13 6:11:23,41497,739,1,4.65,25.19,124.91,125.35,0.06,8.33,-86.37,4.63,15.72,5.31,95.31,7.85,6.17,1.55,1.33,1.33,4.65,11.2,5.56,4.65
2020-07-13 6:12:36,41498,739,1,5.16,25.15,124.68,125.04,0.06,8.29,-84.32,4.18,15.69,5.3,94.06,7.75,4.97,1.25,1.31,1.31,5.16,11.24,5.55,5.16
2020-07-13 6:13:49,41499,739,1,5.67,25.06,124.85,124.99,0.06,8.13,-74.33,3.91,15.95,5.38,89.64,7.4,4.87,1.22,1.05,1.04,5.67,11.24,5.55,5.67
2020-07-13 6:15:02,41500,739,1,6.18,24.04,126.31,124,0.06,7.75,-51.36,2.34,17.73,5.99,69.97,5.88,3.29,0.82,0.4,0.38,6.18,11.23,5.55,6.18
2020-07-13 6:16:15,41501,739,1,6.65,23.59,126.03,122.64,0.06,7.62,-43.76,1.96,18.49,6.24,60.13,5.1,3.4,0.85,0.24,0.22,6.65,11.25,5.55,6.65
2020-07-13 6:17:28,41502,739,1,7.16,23.02,126.86,122.05,0.06,7.5,-36.47,2.32,19.79,6.68,46.45,3.98,2.75,0.69,0.16,0.14,7.16,11.18,5.55,7.16
2020-07-13 6:18:41,41503,739,1,7.66,22.93,127.12,122.09,0.06,7.48,-35.42,2.56,19.83,6.69,43.86,3.77,2.84,0.71,0.14,0.12,7.66,11.23,5.55,7.66
2020-07-13 6:19:54,41504,739,1,8.17,22.61,128.3,122.45,0.06,7.45,-33.39,2.6,20.84,7.03,36.84,3.18,2.33,0.58,0.11,0.09,8.17,11.25,5.55,8.17
2020-07-13 6:21:07,41505,739,1,8.66,22.39,129.23,122.78,0.06,7.4,-30.4,2.89,21.47,7.24,31.1,2.7,2.28,0.57,0.14,0.12,8.66,11.25,5.55,8.66
2020-07-13 7:01:38,41506,740,1,0.5,25.27,122.03,122.66,0.06,8.49,-96.18,4.3,15.54,5.24,98.88,8.13,5.12,1.28,1.22,1.21,0.5,11.43,5.55,0.5
2020-07-13 7:02:52,41507,740,1,1.2,25.27,122.43,123.06,0.06,8.49,-96.27,3.62,15.58,5.26,98.96,8.13,4.21,1.05,1.1,1.09,1.2,11.44,5.55,1.2
2020-07-13 7:04:05,41508,740,1,1.67,25.27,122.75,123.38,0.06,8.48,-95.65,4.14,15.43,5.21,98.47,8.1,4.92,1.23,1.25,1.24,1.67,11.47,5.55,1.67
2020-07-13 7:05:18,41509,740,1,2.19,25.27,121.74,122.36,0.06,8.48,-95.77,4.48,15.4,5.2,98.82,8.12,5.52,1.38,1.29,1.28,2.19,11.48,5.55,2.19
2020-07-13 7:06:31,41510,740,1,2.69,25.27,123.34,123.97,0.06,8.49,-95.86,4.28,15.59,5.26,98.72,8.12,6.36,1.59,1.45,1.44,2.69,11.48,5.55,2.69
2020-07-13 7:07:44,41511,740,1,3.19,25.26,122.32,122.94,0.06,8.48,-95.26,4.47,15.64,5.28,98.4,8.09,4.35,1.09,1.28,1.27,3.19,11.51,5.55,3.19
2020-07-13 7:08:57,41512,740,1,3.69,25.21,122.54,123.02,0.06,8.33,-86.38,3.53,15.79,5.33,95.16,7.83,4.89,1.23,1.13,1.12,3.69,11.56,5.55,3.69
2020-07-13 7:10:10,41513,740,1,4.16,25.18,123.06,123.49,0.06,8.27,-83.1,4.4,15.62,5.27,93.74,7.72,6.23,1.56,1.25,1.25,4.16,11.59,5.55,4.16
2020-07-13 7:11:23,41514,740,1,4.67,25.16,122.74,123.1,0.06,8.23,-80.62,4.34,15.91,5.37,93,7.66,4.89,1.23,1.05,1.04,4.67,11.62,5.55,4.67
2020-07-13 7:12:36,41515,740,1,5.16,25.13,124.16,124.47,0.06,8.21,-79.37,4.04,15.85,5.35,92.12,7.59,5.07,1.27,1.02,1.01,5.17,11.72,5.55,5.16
2020-07-13 7:13:49,41516,740,1,5.71,25.03,124.56,124.62,0.06,8.19,-77.9,4.08,15.94,5.38,91.51,7.56,5.19,1.3,1.2,1.19,5.71,11.74,5.55,5.71
2020-07-13 7:15:02,41517,740,1,6.19,23.85,125.58,122.82,0.06,7.7,-48.89,1.5,18.15,6.13,66.59,5.62,2.73,0.68,0.24,0.22,6.19,11.78,5.55,6.19
2020-07-13 7:16:15,41518,740,1,6.72,23.68,125.53,122.37,0.06,7.64,-45.03,1.84,18.45,6.23,61.7,5.22,3.49,0.87,0.19,0.18,6.72,11.76,5.55,6.72
2020-07-13 7:17:28,41519,740,1,7.19,23.2,125.83,121.51,0.06,7.53,-38.54,2.16,19.36,6.53,50.27,4.3,3.13,0.78,0.17,0.15,7.19,11.76,5.55,7.19
2020-07-13 7:18:41,41520,740,1,7.66,23.11,126.03,121.47,0.06,7.5,-36.6,4.02,19.77,6.67,47.44,4.06,1.93,0.48,0.16,0.14,7.66,11.74,5.55,7.66
2020-07-13 7:19:54,41521,740,1,8.18,22.63,127.66,121.89,0.06,7.43,-32.41,2.77,20.63,6.96,37.16,3.21,2.33,0.58,0.11,0.09,8.18,11.76,5.55,8.18
2020-07-13 7:21:07,41522,740,1,8.67,21.45,134.04,124.94,0.06,7.33,-26.32,3.44,26.17,8.83,11.83,1.05,2.96,0.74,0.13,0.11,8.68,11.74,5.55,8.67
2020-07-13 8:01:38,41523,741,1,0.5,25.27,122.24,122.88,0.06,8.57,-100.71,4.39,15.51,5.23,100,8.22,4.44,1.11,1.43,1.42,0.5,11.75,5.55,0.5
2020-07-13 8:02:52,41524,741,1,1.21,25.28,123.04,123.69,0.06,8.55,-99.53,5.37,15.51,5.23,100.2,8.24,5.41,1.36,1.26,1.25,1.21,11.72,5.55,1.21
2020-07-13 8:04:04,41525,741,1,1.68,25.27,122.21,122.84,0.06,8.52,-97.76,4.29,15.47,5.22,99.42,8.17,5.22,1.31,1.31,1.3,1.68,11.72,5.55,1.68
2020-07-13 8:05:17,41526,741,1,2.18,25.26,123.44,124.05,0.06,8.47,-95.21,4.55,15.7,5.3,98.03,8.06,5.65,1.42,1.16,1.15,2.18,11.7,5.55,2.18
2020-07-13 8:06:30,41527,741,1,2.7,25.25,121.84,122.42,0.06,8.4,-90.72,4.16,15.65,5.28,96.82,7.96,4.71,1.18,1.16,1.15,2.7,11.68,5.55,2.7
2020-07-13 8:07:43,41528,741,1,3.18,25.23,122.46,123.01,0.06,8.38,-89.65,4.06,15.54,5.25,96.52,7.94,4.85,1.22,1.12,1.11,3.18,11.71,5.55,3.18
2020-07-13 8:08:56,41529,741,1,3.67,25.19,124.24,124.69,0.06,8.31,-85.07,4.49,15.55,5.25,95.03,7.82,4.93,1.24,1.18,1.17,3.67,11.73,5.55,3.67
2020-07-13 8:10:09,41530,741,1,4.17,25.16,124.65,125.03,0.06,8.25,-81.78,4.29,15.79,5.33,93.37,7.69,5.26,1.32,1.08,1.07,4.17,11.73,5.56,4.17
2020-07-13 8:11:22,41531,741,1,4.67,25.14,124.74,125.06,0.06,8.24,-81.23,4.14,15.83,5.34,93.19,7.68,4.96,1.24,1.07,1.06,4.67,11.74,5.55,4.67
2020-07-13 8:12:35,41532,741,1,5.17,25.08,124.62,124.8,0.06,8.18,-77.42,3.88,15.86,5.35,91.56,7.55,4.45,1.11,1.08,1.07,5.17,11.74,5.55,5.17
2020-07-13 8:13:48,41533,741,1,5.69,24.82,124.58,124.14,0.06,8.02,-67.73,3.16,16.4,5.53,85.76,7.11,3.87,0.97,0.64,0.62,5.69,11.75,5.55,5.69
2020-07-13 8:15:01,41534,741,1,6.22,24.14,125.5,123.44,0.06,7.76,-52.5,2.05,17.66,5.96,72.38,6.08,3.23,0.81,0.31,0.29,6.22,11.76,5.55,6.22
2020-07-13 8:16:14,41535,741,1,6.7,23.75,125.4,122.4,0.06,7.65,-45.48,1.81,18.43,6.22,63.1,5.34,3.46,0.86,0.19,0.17,6.7,11.72,5.56,6.7
2020-07-13 8:17:27,41536,741,1,7.2,23.3,125.87,121.78,0.06,7.56,-39.95,1.81,19.09,6.44,54.51,4.65,2.43,0.61,0.17,0.15,7.2,11.73,5.55,7.2
2020-07-13 8:18:39,41537,741,1,7.66,23.14,126.13,121.64,0.06,7.51,-37.05,2.11,19.61,6.62,47.82,4.09,3.04,0.76,0.18,0.16,7.66,11.76,5.55,7.66
2020-07-13 8:19:52,41538,741,1,8.19,22.67,127.42,121.75,0.06,7.45,-33.7,2.45,20.36,6.87,38.18,3.3,1.99,0.5,0.13,0.11,8.19,11.81,5.55,8.19
2020-07-13 8:21:05,41539,741,1,8.66,21.04,136.73,126.39,0.06,7.33,-26.61,3.04,26.53,8.95,9.41,0.84,1.67,0.42,0.1,0.08,8.67,11.79,5.55,8.66
2020-07-13 9:01:37,41540,742,1,0.49,25.27,123.3,123.93,0.06,8.57,-101.17,4.16,15.49,5.23,100.85,8.29,5.51,1.38,1.33,1.32,0.49,12.12,5.55,0.49
2020-07-13 9:02:51,41541,742,1,1.25,25.27,122.82,123.46,0.06,8.58,-101.48,3.62,15.51,5.24,101.05,8.31,4.97,1.25,1.36,1.35,1.25,12.13,5.55,1.25
2020-07-13 9:04:03,41542,742,1,1.72,25.27,122.16,122.79,0.06,8.59,-101.92,4.36,15.39,5.2,100.73,8.28,5.08,1.27,1.4,1.39,1.72,12.15,5.55,1.72
2020-07-13 9:05:15,41543,742,1,2.17,25.27,121.72,122.35,0.06,8.59,-102.12,4.57,15.55,5.25,101.27,8.32,4.75,1.19,1.36,1.35,2.17,12.12,5.56,2.17
2020-07-13 9:06:28,41544,742,1,2.73,25.27,121.1,121.72,0.06,8.52,-97.83,4.38,15.64,5.28,99.28,8.16,5.22,1.31,1.41,1.4,2.73,12.12,5.55,2.73
2020-07-13 9:07:40,41545,742,1,3.2,25.25,121.41,121.99,0.06,8.41,-91.45,3.75,15.62,5.27,97.19,7.99,4.84,1.21,1.33,1.32,3.2,12.01,5.56,3.2
2020-07-13 9:08:53,41546,742,1,3.71,25.19,121.59,122.03,0.06,8.3,-84.89,3.68,15.76,5.32,94.49,7.78,4.38,1.1,1.12,1.1,3.71,12.13,5.56,3.71
2020-07-13 9:10:06,41547,742,1,4.24,25.13,121.9,122.2,0.06,8.27,-82.97,4.49,15.65,5.28,93.71,7.72,4.33,1.08,1.14,1.13,4.24,12.25,5.56,4.24
2020-07-13 9:11:18,41548,742,1,4.7,25.1,121.8,122.05,0.06,8.23,-80.64,3.26,15.75,5.32,92.81,7.65,4.55,1.14,1.09,1.08,4.7,12.23,5.56,4.7
2020-07-13 9:12:31,41549,742,1,5.17,25.09,122.04,122.26,0.06,8.22,-80.1,3.75,15.83,5.34,92.27,7.61,4.73,1.18,1.05,1.04,5.18,12.17,5.55,5.17
2020-07-13 9:13:44,41550,742,1,5.72,24.58,122.67,121.68,0.06,7.99,-65.92,2.33,17.06,5.76,82.81,6.89,4.23,1.06,0.44,0.42,5.72,12.12,5.55,5.72
2020-07-13 9:14:57,41551,742,1,6.21,24.26,123.14,121.39,0.06,7.76,-52.09,2.45,17.94,6.05,71.37,5.98,3.25,0.81,0.31,0.3,6.21,12.12,5.56,6.21
2020-07-13 9:16:10,41552,742,1,6.72,23.83,123.52,120.76,0.06,7.64,-45.34,1.63,18.61,6.28,60.86,5.14,2.88,0.72,0.2,0.18,6.72,11.99,5.55,6.72
2020-07-13 9:17:23,41553,742,1,7.21,23.42,123.31,119.58,0.06,7.57,-40.83,1.86,19.13,6.45,55.69,4.74,2.86,0.72,0.15,0.13,7.21,12.12,5.55,7.21
2020-07-13 9:18:35,41554,742,1,7.66,23.16,123.96,119.6,0.06,7.51,-37.07,2.46,19.73,6.66,47.9,4.09,2.66,0.67,0.13,0.11,7.66,12.12,5.55,7.66
2020-07-13 9:19:48,41555,742,1,8.21,22.71,124.97,119.51,0.06,7.44,-33.22,2.69,20.26,6.84,39.21,3.38,2.47,0.62,0.12,0.1,8.21,12.12,5.55,8.21
2020-07-13 9:21:00,41556,742,1,8.67,21.05,135.17,124.98,0.06,7.33,-26.38,2.96,26.42,8.91,9.66,0.86,1.61,0.4,0.1,0.08,8.67,12.12,5.55,8.67
2020-07-13 10:01:34,41557,743,1,0.58,25.57,121.53,122.85,0.06,8.74,-111.35,6.2,14.68,4.96,105.39,8.62,4.16,1.04,1.44,1.43,0.59,12.12,5.55,0.58
2020-07-13 10:02:47,41558,743,1,1.26,25.44,121.6,122.64,0.06,8.76,-112.28,4.74,15.5,5.23,105.36,8.63,4.23,1.06,1.47,1.47,1.26,12.03,5.55,1.26
2020-07-13 10:03:59,41559,743,1,1.71,25.37,120.28,121.13,0.06,8.73,-110.27,4.4,15.3,5.16,104.54,8.58,5.38,1.35,1.39,1.39,1.71,11.98,5.55,1.71
2020-07-13 10:05:11,41560,743,1,2.17,25.3,120.57,121.26,0.06,8.66,-106.43,4.62,15.64,5.28,102.99,8.46,6.94,1.74,1.4,1.39,2.17,11.98,5.56,2.17
2020-07-13 10:06:24,41561,743,1,2.72,25.27,122.16,122.79,0.06,8.56,-100.19,4.72,15.6,5.27,100.47,8.26,8.8,2.21,1.37,1.36,2.72,11.95,5.55,2.72
2020-07-13 10:07:36,41562,743,1,3.17,25.23,122.89,123.43,0.06,8.38,-89.79,3.83,15.65,5.28,96.39,7.93,3.8,0.95,1.22,1.21,3.17,11.97,5.56,3.17
2020-07-13 10:08:49,41563,743,1,3.68,25.16,122.23,122.62,0.06,8.34,-87.17,4.19,15.53,5.24,95.6,7.87,4.75,1.19,1.21,1.2,3.68,11.95,5.56,3.68
2020-07-13 10:10:02,41564,743,1,4.19,25.16,122.06,122.44,0.06,8.34,-87.36,4.23,15.76,5.32,95.7,7.88,5.06,1.27,1.22,1.21,4.19,11.96,5.56,4.19
2020-07-13 10:11:15,41565,743,1,4.67,25.13,122.08,122.37,0.06,8.36,-88.34,4.39,15.76,5.32,96.44,7.95,4.84,1.21,1.15,1.14,4.67,11.97,5.56,4.67
2020-07-13 10:12:28,41566,743,1,5.19,25.07,122.45,122.61,0.06,8.33,-86.3,4.08,15.81,5.34,95.08,7.85,5.53,1.39,1.25,1.24,5.19,11.96,5.55,5.19